State,Year,Crop,N,P,K,pH,Temperature,Humidity,Rainfall
Bihar,2008,Barley,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Castor seed,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Dry chillies,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Garlic,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Ginger,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Gram,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Groundnut,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Jowar,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Jute,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Khesari,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Linseed,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Maize,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Maize,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Maize,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Masoor,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Mesta,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Moong(Green Gram),85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Moong(Green Gram),85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Onion,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Other  Rabi pulses,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Other Kharif pulses,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Peas & beans (Pulses),85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Potato,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Potato,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Ragi,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Rapeseed &Mustard,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Rice,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Rice,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Rice,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Safflower,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Sannhamp,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Sesamum,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Small millets,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Sugarcane,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Sunflower,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Sweet potato,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Sweet potato,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Turmeric,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Urad,85,30,25,7.2,25.16,65.17,1575.54
Bihar,2008,Wheat,85,30,25,7.2,25.16,65.17,1575.54
Chhattisgarh,2008,Arhar/Tur,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Bajra,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Bajra,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Barley,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Castor seed,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Coconut ,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Coriander,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Cotton(lint),70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Dry chillies,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Garlic,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Ginger,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Gram,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Groundnut,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Horse-gram,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Horse-gram,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Jowar,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Khesari,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Linseed,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Maize,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Masoor,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Mesta,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Moong(Green Gram),70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Moong(Green Gram),70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Niger seed,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Onion,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Other  Rabi pulses,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Other Kharif pulses,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Peas & beans (Pulses),70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Potato,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Potato,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Ragi,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Rapeseed &Mustard,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Rice,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Safflower,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Sannhamp,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Sesamum,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Small millets,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Soyabean,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Sugarcane,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Sunflower,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Sweet potato,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Tobacco,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Turmeric,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Urad,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Urad,70,35,20,6.5,25.93,59.47,1042.28
Chhattisgarh,2008,Wheat,70,35,20,6.5,25.93,59.47,1042.28
Gujarat,2008,Arhar/Tur,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Bajra,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Bajra,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Banana,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Castor seed,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Cotton(lint),75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Dry chillies,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Garlic,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Gram,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Groundnut,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Groundnut,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Guar seed,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Jowar,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Jowar,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Maize,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Moong(Green Gram),75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Moth,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Onion,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Other  Rabi pulses,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Other Cereals,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Other Cereals,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Other Kharif pulses,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Potato,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Ragi,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Rapeseed &Mustard,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Rice,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Rice,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Sesamum,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Sugarcane,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Tobacco,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Urad,75,38,28,7.8,27.35,47.0,620.73
Gujarat,2008,Wheat,75,38,28,7.8,27.35,47.0,620.73
Haryana,2008,Arhar/Tur,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Bajra,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Barley,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Castor seed,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Coriander,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Cotton(lint),130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Dry chillies,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Garlic,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Gram,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Groundnut,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Horse-gram,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Jowar,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Maize,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Masoor,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Moong(Green Gram),130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Moth,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Onion,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Peas & beans (Pulses),130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Potato,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Rapeseed &Mustard,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Rice,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Sannhamp,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Sesamum,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Sugarcane,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Sunflower,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Sweet potato,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Turmeric,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Urad,130,48,35,7.9,23.49,51.64,1417.62
Haryana,2008,Wheat,130,48,35,7.9,23.49,51.64,1417.62
Himachal Pradesh,2008,Arhar/Tur,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Bajra,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Barley,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Coriander,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Cotton(lint),60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Dry chillies,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Garlic,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Gram,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Groundnut,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Horse-gram,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Linseed,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Maize,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Masoor,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Moong(Green Gram),60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Moth,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Onion,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Other Kharif pulses,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Peas & beans (Pulses),60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Peas & beans (Pulses),60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Potato,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Potato,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Ragi,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Rapeseed &Mustard,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Rice,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Sannhamp,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Sesamum,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Small millets,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Soyabean,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Sugarcane,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Turmeric,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Urad,60,20,40,6.0,20.46,54.07,1518.43
Himachal Pradesh,2008,Wheat,60,20,40,6.0,20.46,54.07,1518.43
Madhya Pradesh,2008,Arhar/Tur,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Bajra,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Banana,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Barley,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Castor seed,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Coriander,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Cotton(lint),70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Garlic,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Gram,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Groundnut,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Horse-gram,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Horse-gram,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Jowar,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Jowar,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Khesari,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Linseed,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Maize,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Masoor,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Niger seed,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Onion,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Peas & beans (Pulses),70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Potato,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Ragi,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Rapeseed &Mustard,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Rice,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Safflower,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Sannhamp,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Sesamum,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Small millets,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Soyabean,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Sugarcane,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Sunflower,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Sweet potato,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Tobacco,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Turmeric,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Urad,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Urad,70,40,20,7.4,24.96,51.7,928.64
Madhya Pradesh,2008,Wheat,70,40,20,7.4,24.96,51.7,928.64
Maharashtra,2008,Arhar/Tur,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Bajra,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Castor seed,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Cotton(lint),75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Gram,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Groundnut,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Groundnut,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Jowar,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Jowar,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Linseed,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Maize,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Maize,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Maize,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Moong(Green Gram),75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Niger seed,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Other  Rabi pulses,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Other Kharif pulses,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Ragi,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Rapeseed &Mustard,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Rice,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Rice,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Safflower,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Sesamum,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Sesamum,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Small millets,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Small millets,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Soyabean,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Sugarcane,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Sunflower,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Sunflower,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Sunflower,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Urad,75,43,26,7.1,26.48,66.57,2602.54
Maharashtra,2008,Wheat,75,43,26,7.1,26.48,66.57,2602.54
Manipur,2008,Arhar/Tur,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Banana,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Cowpea(Lobia),58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Dry chillies,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Ginger,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Gram,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Groundnut,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Maize,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Maize,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Masoor,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Moong(Green Gram),58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Other  Rabi pulses,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Other Kharif pulses,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Peas & beans (Pulses),58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Potato,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Rapeseed &Mustard,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Rice,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Soyabean,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Sugarcane,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Turmeric,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Urad,58,17,37,5.9,20.17,74.69,1224.95
Manipur,2008,Wheat,58,17,37,5.9,20.17,74.69,1224.95
Nagaland,2008,Arhar/Tur,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Cardamom,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Cotton(lint),56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Dry chillies,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Ginger,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Gram,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Groundnut,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Jowar,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Jute,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Linseed,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Maize,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Maize,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Masoor,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Moong(Green Gram),56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Other  Rabi pulses,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Other Kharif pulses,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Peas & beans (Pulses),56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Peas & beans (Pulses),56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Potato,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Potato,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Rapeseed &Mustard,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Rice,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Sesamum,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Small millets,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Soyabean,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Sugarcane,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Sunflower,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Tapioca,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Turmeric,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Urad,56,16,36,5.8,18.04,74.37,1168.99
Nagaland,2008,Wheat,56,16,36,5.8,18.04,74.37,1168.99
Punjab,2008,Arhar/Tur,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Bajra,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Barley,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Cotton(lint),150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Gram,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Groundnut,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Guar seed,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Jowar,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Linseed,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Maize,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Masoor,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Moong(Green Gram),150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Peas & beans (Pulses),150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Rapeseed &Mustard,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Rice,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Sesamum,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Urad,150,50,40,8.0,23.49,51.64,1417.62
Punjab,2008,Wheat,150,50,40,8.0,23.49,51.64,1417.62
Tripura,2008,Arhar/Tur,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Cotton(lint),62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Gram,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Groundnut,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Groundnut,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Jute,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Maize,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Masoor,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Mesta,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Moong(Green Gram),62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Moong(Green Gram),62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Other  Rabi pulses,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Other Kharif pulses,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Peas & beans (Pulses),62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Rapeseed &Mustard,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Rice,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Sesamum,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Sugarcane,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Urad,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Urad,62,20,35,5.9,25.19,75.42,1532.09
Tripura,2008,Wheat,62,20,35,5.9,25.19,75.42,1532.09
Uttar Pradesh,2008,Arhar/Tur,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Bajra,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Banana,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Barley,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Coriander,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Cotton(lint),120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Dry chillies,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Garlic,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Gram,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Groundnut,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Guar seed,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Jowar,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Linseed,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Maize,120,45,35,7.6,25.03,58.94,1606.05
Uttar Pradesh,2008,Maize,120,45,35,7.6,25.03,58.94,1606.05
